patent_citing;organization_citing;patent_cited;university_cited
9309275;Centre National de la Recherche Scientifique;7547704;Universita' Degli Studi di Cagliari
8841238;Centre National de la Recherche Scientifique;7569390;Scuola Internazionale Superiore Di Studi Avanzati
8705223;Centre National de la Recherche Scientifique;8058043;Scuola Superiore Sant'Anna
5384347;Chemie Linz Gesellschaft G.m.b.H.;5182388;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5384347;Chemie Linz Gesellschaft G.m.b.H.;5302640;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8940818;Chemische Fabrik Budenhiem KG;5153245;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8444884;Chemische Fabrik Budenhiem KG;5153245;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9266942;Children's Hospital & Research Center at Oakland;8470340;Universita' degli Studi del Molise
9701706;Chimerix, Inc.;7608600;Universita' Degli Studi di Cagliari
9701706;Chimerix, Inc.;8674085;Universita' Degli Studi di Cagliari
9708359;Chimerix, Inc.;7608600;Universita' Degli Studi di Cagliari
9708359;Chimerix, Inc.;8674085;Universita' Degli Studi di Cagliari
5750600;Chisso Corp.;5223560             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5750600;Chisso Corp.;5314938             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5534291;Chisso Corp.;5321057;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5344855;Chisso Corp.;5223560;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6291068;Chisso Corp.;5629382;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5795930;Chisso Corp.;5223560             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5795930;Chisso Corp.;5200445             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5945467;Chisso Corp.;5321057;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5599626;Chisso Corp.;5321057;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5430080;Chisso Corp.;5200445;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5430080;Chisso Corp.;5302641;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8471409;Chung-Hsin Electric & Machinery Mfg. Corp.;8189352;Universita' Degli Studi di Salerno
5507963;Ciba-Geigy (UK) Limited;5371218;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6987501;Citizen Watch Company;6388650;Universita' Degli Studi di Roma
10030135;CJ Cheiledang Corporation;6388025;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6255371;Clariant Corpoation;5344931;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
7371357;Clean World Strategies Corp.;6379638;Universita' di Bologna
7189952;Commissariat a l'Energie Atomique et aux Energies Alernatives;5682037;Universita' Degli Studi di Roma
7474198;Commissariat a l'Energie Atomique et aux Energies Alernatives;5912658;Scuola Superiore Sant'Anna
6791085;Commissariat a l'Energie Atomique et aux Energies Alernatives;6169284;Universita' Degli Studi di Roma
9542719;Commissariat a l'Energie Atomique et aux Energies Alernatives;8233526;Universita' Degli Studi di Brescia
8735621;Consejo Superior De Investigaciones Cientificase (CSIC);5698731;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6514320;Consiglio Nazional delle Ricerche;6334987;Universita' di Bologna
6514320;Consiglio Nazional delle Ricerche;6379432;Universita' di Bologna
6953678;Consiglio Nazionale delle Ricerche, State Body;5302528;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6790423;Consiglio Nazionale delle Ricerche, State Body;6334987;Universita' di Bologna
9926231;Construction Research & Technology GmbH;5296598;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9702818;Conti Temic microelectronic GmbH;6727342;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8613806;Cornining Incorporated;6379638;Universita' di Bologna
5397473;Cornwell Research Foundation, Inc.;4721585;Universita' Degli Studi di Parma
7763688;Council of Scientific Industrial Resear.;5290831;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5534573;Courtaulds Clothing Limited;5350848;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8318690;CuRNA, Inc.;7262175;Universita' Degli Studi Di Ferrara
8349792;Cyclacel, Ltd.;7101861;Universita' Degli Studi di Cagliari
8349792;Cyclacel, Ltd.;7163929;Universita' Degli Studi di Cagliari
8349792;Cyclacel, Ltd.;7105493;Universita' Degli Studi di Cagliari
8349792;Cyclacel, Ltd.;7157441;Universita' Degli Studi di Cagliari
8349792;Cyclacel, Ltd.;7148206;Universita' Degli Studi di Cagliari
8349792;Cyclacel, Ltd.;7169766;Universita' Degli Studi di Cagliari
10071975;CYGNET BIOSCIENCES B.V.;8685953;Universita' degli Studi di Siena
7576032;Daihatsu Motor Co.;7166267;Universita' Degli Studi dell'Aquila
7217560;Daiichi Phamaceutical Co., Ltd.;5302528;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8925105;Dassault Systemes Americas Corp.;8316417;Universita' Degli Studi di Roma
9623000;DEKEL PHARMACEUTICALS LTD;6656972;Universita' di Napoli
8273827;Denki Kagaku Kogyo Kabushiki Kaisha;5283292;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8722100;Dentosolve;8075680;Universita' di Bologna
6021409;Digital Equipment Corporation;5688988;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8598298;Dow Global Technoloigies, Inc.;5153245;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9527998;Dow Global Technoloigies, Inc.;5153245;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9211103;Duke Universtiy;7386154;Universita' Degli Studi di Trieste
9073674;DuPont Teijin Films U.S. Limited Partnership;6727342;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8507084;DuPont Teijin Films U.S. Limited Partnership;6727342;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6515190;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
4997928;E.I. du Pont de Neumours & Company;4797480;Universita' Degli Studi di Parma
6262326;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5916837;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5824622;E.I. du Pont de Neumours & Company;5472926             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6034290;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6107233;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5948946;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6160190;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6534690;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5262536;E.I. du Pont de Neumours & Company;4797480;Universita' Degli Studi di Parma
6680406;E.I. du Pont de Neumours & Company;5472926;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5580783;E.I. du Pont de Neumours & Company;5302528;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
7297735;Eastman Chemical Corporation;5359064;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8604105;Eastman Chemical Corporation;5124379;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8604105;Eastman Chemical Corporation;5314937;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8604105;Eastman Chemical Corporation;5331030;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8604105;Eastman Chemical Corporation;5314938;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8969443;Eastman Chemical Corporation;5124379;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8969443;Eastman Chemical Corporation;5314938;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8969443;Eastman Chemical Corporation;5314937;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8969443;Eastman Chemical Corporation;5331030;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
7116287;Eastman Kodak Co.;6388650;Universita' Degli Studi di Roma
8705223;Ecole Normale Superieure de Cachan;8058043;Scuola Superiore Sant'Anna
8567110;Efacec Engenharia e Sistemas S.A.;7019138;Universita' Degli Studi Di Ferrara
9771617;Eisai R & D Management Co., Ltd.;8778334;Universita' Degli Studi di Perugia
9393690;Electronics and Telecommunications Research Institute;5715834;Scuola Superiore Sant'Anna
7982231;Electronics and Telecommunications Research Institute;6661035;Universita' Degli Studi di Trento
7982231;Electronics and Telecommunications Research Institute;6661035;Universita' Degli Studi di Catania
8398974;Eli Lily and Company;7556804;Universita' degli Studi del Piemonte Orientale
8217148;Eli Lily and Company;7556804;Universita' degli Studi del Piemonte Orientale
9201074;Eli Lily and Company;7556804;Universita' degli Studi del Piemonte Orientale
7312067;Ellen AB;5176911;Universita' Cattolica del Sacro Cuore
10034893;Enanta Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
10034893;Enanta Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
9732110;Enanta Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
9732110;Enanta Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
9675632;Enanta Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
9675632;Enanta Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
9718851;Enanta Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
9718851;Enanta Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
9636413;Endocyte, Inc.;8703918;Universita' degli Studi di Verona
9782493;Endocyte, Inc.;8703918;Universita' degli Studi di Verona
9566415;Endogene Limited;5906591;Scuola Superiore Sant'Anna
5514743;Enichem S.p.A.;5200445;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
10077426;ENLIVEX THERAPEUTICS LTD.;7544355;Universita' Degli Studi di Perugia
9932373;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
9266944;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
8709760;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
8007811;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
8025885;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
8709436;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
9981028;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
9981028;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
8961979;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
9623076;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
8007803;Epitopix, LLC;6841154;Universita' Degli Studi di Pavia
9377524;ERA A.S.;7570194;Universita' Degli Studi di Roma
9770159;ERA Endoscopy S.R.L.;5906591;Scuola Superiore Sant'Anna
8663159;ERA Endoscopy S.R.L.;5906591;Scuola Superiore Sant'Anna
8684911;ERA Endoscopy S.R.L.;5906591;Scuola Superiore Sant'Anna
7965227;ERA Systems Corporation;6819282;Universita' Degli Studi di Roma
7667647;ERA Systems Corporation;6819282;Universita' Degli Studi di Roma
7739167;ERA Systems Corporation;6819282;Universita' Degli Studi di Roma
7777675;ERA Systems Corporation;6819282;Universita' Degli Studi di Roma
7782256;ERA Systems Corporation;6819282;Universita' Degli Studi di Roma
7612716;ERA Systems Corporation;6819282;Universita' Degli Studi di Roma
7359286;Esaote S.p.A.;7074634;Universita' Degli Studi di Roma
8157727;Ethico Endo-Surgery, Inc.;5906591;Scuola Superiore Sant'Anna
7798992;Ethico Endo-Surgery, Inc.;5906591;Scuola Superiore Sant'Anna
8791861;Exelis, Inc.;7570195;Universita' Degli Studi di Roma
9201135;Exelis, Inc.;7570195;Universita' Degli Studi di Roma
8559971;Exelis, Inc.;7570195;Universita' Degli Studi di Roma
9255804;Exelis, Inc.;7570195;Universita' Degli Studi di Roma
5716839;Exxon Reserch and Engineering Co.;4721585             ;Universita' Degli Studi di Parma
8986436;Fabrica Nacional de Moneda y Timbre;7750157;Universita' Degli Studi di Torino
7737256;Fondazione Centro San Raffaele Del Monte Tabor;6462170;Universita' degli Studi di Milano-Bicocca
9506936;FONDAZIONE IRCCS CA' GRANDA OSPEDALE MAGGIORE POLICLINICO;8263359;Universita' di Bologna
9828338;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9321743;Universita' Degli Studi di Parma
9828338;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9321743;Universita' Degli Studi di Urbino
9828338;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9353075;Universita' Degli Studi di Parma
9828338;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9353075;Universita' Degli Studi di Urbino
9908848;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9321743;Universita' Degli Studi di Parma
9908848;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9321743;Universita' Degli Studi di Urbino
9630914;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;7176201;Universita' Degli Studi di Parma
9630914;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;7176201;Universita' Degli Studi di Urbino
9908848;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9353075;Universita' Degli Studi di Parma
9908848;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9353075;Universita' Degli Studi di Urbino
9745255;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9187413;Universita' Degli Studi di Parma
9745255;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9187413;Universita' Degli Studi di Urbino
9822068;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9187413;Universita' Degli Studi di Parma
9822068;FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA;9187413;Universita' Degli Studi di Urbino
8361161;Fondel Finance B.V.;8075680;Universita' di Bologna
5766871;Food Industry Research and Development Institute;5332663             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5766871;Food Industry Research and Development Institute;5612210             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6200260;Fore Flow Corporation;5300113;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5998806;Forschungszenlrum Julich GmbH;5682037;Universita' Degli Studi di Roma
5998806;Forschungszenlrum Julich GmbH;5557133;Universita' Degli Studi di Roma
8884241;Free Scale Semiconductor, Inc.;6169284;Universita' Degli Studi di Roma
8933711;Free Scale Semiconductor, Inc.;6169284;Universita' Degli Studi di Roma
9218531;Fuji Xerox Co., Inc.;7181056;Universita' di Bologna
9434808;Fujifilm Imaging Colorants Limited;5200445;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9068092;Fujifilm Imaging Colorants Limited;5200445;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6298325;Fujitsu Limited;4907278;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6988986;G. I. View;5906591;Scuola Superiore Sant'Anna
7833176;G. I. View;5906591;Scuola Superiore Sant'Anna
8702620;G. I. View;5906591;Scuola Superiore Sant'Anna
8496580;G. I. View;5906591;Scuola Superiore Sant'Anna
8602974;G. I. View;5906591;Scuola Superiore Sant'Anna
7947013;G. I. View;5906591;Scuola Superiore Sant'Anna
8430809;G. I. View;5906591;Scuola Superiore Sant'Anna
10080481;G. I. View;5906591;Scuola Superiore Sant'Anna
9241614;G. I. View;5906591;Scuola Superiore Sant'Anna
8876730;G. I. View;5906591;Scuola Superiore Sant'Anna
8419678;G. I. View;5906591;Scuola Superiore Sant'Anna
7087011;G. I. View;5906591;Scuola Superiore Sant'Anna
7635346;G. I. View;5906591;Scuola Superiore Sant'Anna
7635345;G. I. View;5906591;Scuola Superiore Sant'Anna
6849256;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7807185;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7708988;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7713726;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7807151;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8277799;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
9220736;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7767203;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
6811786;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8097247;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7232571;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
6461607;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8349337;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7048950;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7371407;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8343484;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8697055;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
9446111;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
6531126;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
6645506;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7507402;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8821854;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
6905692;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8273346;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7700093;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7541042;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
6723326;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
10111916;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
6733751;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
9757442;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
9622502;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
7544363;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8187590;Ganeden Biotech, Incorporated;5176911;Universita' Cattolica del Sacro Cuore
8697783;Garland Industries, Inc.;5344931;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5175273;Genentech, Inc.;4797480;Universita' Degli Studi di Parma
9868659;General Electric Company;8263359;Universita' di Bologna
9453806;General Electric Company;7948626;Universita' Degli Studi Di Padova
9616361;General Electric Company;8263359;Universita' di Bologna
9585915;Georgia Tech Research Corporation;8722850;Universita' degli Studi di Milano-Bicocca
9840693;Georgia Tech Research Corporation;8722850;Universita' degli Studi di Milano-Bicocca
7781501;Georgia-Pacific Chemicals LLC;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8563530;Gilead Pharmassel LLC;7163929;Universita' Degli Studi di Cagliari
8563530;Gilead Pharmassel LLC;7365057;Universita' Degli Studi di Cagliari
8563530;Gilead Pharmassel LLC;7148206;Universita' Degli Studi di Cagliari
8563530;Gilead Pharmassel LLC;7105493;Universita' Degli Studi di Cagliari
8563530;Gilead Pharmassel LLC;7608600;Universita' Degli Studi di Cagliari
8563530;Gilead Pharmassel LLC;7608597;Universita' Degli Studi di Cagliari
8563530;Gilead Pharmassel LLC;7635689;Universita' Degli Studi di Cagliari
8580765;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8580765;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8580765;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8716263;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8716263;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8716263;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8912321;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
9284342;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
9284342;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
9284342;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
9284342;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
9284342;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
9284342;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8629263;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8629263;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8629263;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8629263;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
9585906;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
9284342;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8642756;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8642756;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8642756;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8629263;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8629263;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
8629263;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
9394331;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
9394331;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8642756;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
8642756;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8642756;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8642756;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
9637512;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
9394331;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
9394331;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
9394331;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
9394331;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
9394331;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
9637512;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
9637512;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
9637512;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
9637512;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
9637512;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
9637512;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8618076;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8618076;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8618076;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8618076;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8618076;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8618076;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8957046;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8957046;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
9085573;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
9085573;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
9085573;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8618076;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
8957045;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8957045;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8957045;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8957045;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8957045;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8957046;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
9585906;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
9585906;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
9585906;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
9585906;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
9585906;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8957045;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
9085573;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
9085573;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8906880;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8906880;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8906880;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
9585906;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8334270;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8334270;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
8334270;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8334270;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
9085573;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
9085573;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8735569;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8735569;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8735569;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8735569;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8735569;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8735569;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
8551973;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
8551973;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8551973;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8551973;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8551973;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8735569;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8759510;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8759510;Gilead Pharmasset LLC;7608600;Universita' Degli Studi di Cagliari
8173621;Gilead Pharmasset LLC;7365057;Universita' Degli Studi di Cagliari
8173621;Gilead Pharmasset LLC;7148206;Universita' Degli Studi di Cagliari
8173621;Gilead Pharmasset LLC;7163929;Universita' Degli Studi di Cagliari
8551973;Gilead Pharmasset LLC;7635689;Universita' Degli Studi di Cagliari
8633309;Gilead Pharmasset LLC;7105493;Universita' Degli Studi di Cagliari
8759510;Gilead Pharmasset LLC;7608597;Universita' Degli Studi di Cagliari
