patent_citing;organization_citing;patent_cited;university_cited
7488807;3M Innovaive Properties Company;6841154;Universita' Degli Studi di Pavia
8680106;AbbVic Inc.;7608600;Universita' Degli Studi di Cagliari
8969357;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
8685984;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
8492386;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
8993578;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
8809265;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
8466159;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7384924;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7163929;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;8343937;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7662798;Universita' Degli Studi di Cagliari
8853176;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7608597;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7101861;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7625875;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7148206;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7635689;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7192936;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7157441;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7105493;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7365057;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7824851;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7169766;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7662798;Universita' Degli Studi di Cagliari
9452194;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
8680048;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;8299038;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;7547704;Universita' Degli Studi di Cagliari
9676797;AbbVie Inc.;8674085;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7169766;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7608597;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7105493;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7625875;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7101861;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7157441;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7608600;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7148206;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;8343937;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;8674085;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7635689;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7824851;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7365057;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7163929;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7192936;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7547704;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;7384924;Universita' Degli Studi di Cagliari
10053474;AbbVie Inc.;8299038;Universita' Degli Studi di Cagliari
9924996;Ablacor Medical Corporation;5906591;Scuola Superiore Sant'Anna
9907603;Ablacor Medical Corporation;5906591;Scuola Superiore Sant'Anna
9924995;Ablacor Medical Corporation;5906591;Scuola Superiore Sant'Anna
8535304;Ablacor Medical Corporation;5906591;Scuola Superiore Sant'Anna
9554851;Ablacor Medical Corporation;5906591;Scuola Superiore Sant'Anna
9924997;Ablacor Medical Corporation;5906591;Scuola Superiore Sant'Anna
9924994;Ablacor Medical Corporation;5906591;Scuola Superiore Sant'Anna
9937208;ABT Holding Company;8268619;Universita' Degli Studi di Roma
9974811;ABT Holding Company;8268619;Universita' Degli Studi di Roma
9974810;ABT Holding Company;8268619;Universita' Degli Studi di Roma
9974809;ABT Holding Company;8268619;Universita' Degli Studi di Roma
9447132;Achillion Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;8299038;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7384924;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7192936;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7635689;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;8343937;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7101861;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
9447132;Achillion Pharmaceuticals, Inc.;7365057;Universita' Degli Studi di Cagliari
7780961;Actogenix N.V.;6685943;Universita' Degli Studi di Pavia
8524246;Actogenix N.V.;6685943;Universita' Degli Studi di Pavia
9458088;ACUCELA INC.;5314879;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9737496;ACUCELA INC.;5314879;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8828409;Adelaide Research & Innovation Pty Ltd;6685943;Universita' Degli Studi di Pavia
6161167;Advanced Micro Devices, Inc.;4907278;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9637631;AFI Licensing LLC;6727342;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9670145;AFINITICA TECHNOLOGIES, S. L.;7718821;Universita' Degli Studi di Parma
6326649;Agere Systems LLC;5682037;Universita' Degli Studi di Roma
6744261;Agilent Technologies, Inc.;5963161;Universita' Degli Studi di Roma
6111300;Agilent Technologies, Inc.;5557133;Universita' Degli Studi di Roma
5726136;AGIP Petroli;5370807             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5726136;AGIP Petroli;5322632             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9587216;Aglaris Cell S.L.;7790444;Universita' di Pisa
6399214;Agro Biomass Consult APS;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6818768;Agrolinz Melamin GmbH;5153245;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6818726;Agrolinz Melamin GmbH;5153245;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9689440;Aishin AW Co., Ltd.;7351265;Universita' di Pisa
8911734;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9783601;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9067988;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9539324;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9078878;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9884909;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
8728473;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9718882;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9499611;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9738713;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
9783602;ALDERBIO HOLDINGS LLC;8296079;Scuola Internazionale Superiore Di Studi Avanzati
8871737;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7365057;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7547704;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7625875;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7157441;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7384924;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7582618;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7547704;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7625875;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7635689;Universita' Degli Studi di Cagliari
9249174;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
9249174;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7101861;Universita' Degli Studi di Cagliari
9243022;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
9243022;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7365057;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7148206;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7582618;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7547704;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7163929;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7157441;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7169766;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7192936;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7105493;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7384924;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7582618;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7101861;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7163929;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7384924;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7169766;Universita' Degli Studi di Cagliari
9278990;Alios BioPharma, Inc.;7625875;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7148206;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7547704;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7157441;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7635689;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7192936;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7105493;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7105493;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7365057;Universita' Degli Studi di Cagliari
9012427;Alios BioPharma, Inc.;7625875;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7148206;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7635689;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7157441;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7384924;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7163929;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7582618;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7625875;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7101861;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7192936;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7169766;Universita' Degli Studi di Cagliari
8980865;Alios BioPharma, Inc.;7365057;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7157441;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7547704;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7101861;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7635689;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7148206;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7192936;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7365057;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7163929;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7384924;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7169766;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7625875;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7105493;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7163929;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7547704;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7365057;Universita' Degli Studi di Cagliari
9394330;Alios BioPharma, Inc.;7105493;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7192936;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7157441;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7169766;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7101861;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7148206;Universita' Degli Studi di Cagliari
10112966;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
10112966;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7635689;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7582618;Universita' Degli Studi di Cagliari
9856284;Alios BioPharma, Inc.;7384924;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7582618;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7635689;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7625875;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7547704;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7365057;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7157441;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7192936;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7608597;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7169766;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7148206;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7163929;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7105493;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7101861;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7148206;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7105493;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7384924;Universita' Degli Studi di Cagliari
9605018;Alios BioPharma, Inc.;7101861;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7169766;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7582618;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7163929;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7635689;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7608600;Universita' Degli Studi di Cagliari
8871737;Alios BioPharma, Inc.;7192936;Universita' Degli Studi di Cagliari
9204953;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
9326840;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
9078731;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
8628791;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
8685426;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
8623398;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
8633027;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
8746014;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
9089501;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
9308070;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
9066884;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
9204954;Allergan, Inc.;7285637;Consorzio per gli Studi Universitari
6566504;Alpha Therapeutic Corp.;5290831;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8642661;Altherx, Inc.;8017613;Universita' Degli Studi di Bari
6583248;American Dental Association Health;5290831;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5910551;American Dental Association Health;5290831;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5929131;American Dental Association Health;5290831;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5792821;American Dental Association Health;5290831             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5981740;American Dental Association Health;5290831;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
7778053;American Superconductor, Inc.;6559618;Universita' Degli Studi di Catania
9742549;Analog Devices, Incorporated;9413418;Consorzio Nazionale Interuniversitario Per Le Telecomunicazioni (CNIT)
8477983;Analog Devices, Incorporated;7074634;Universita' Degli Studi di Roma
6004668;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6015611;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6280667;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5827607;Andersen Corporation;5183837             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5441801;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5695874;Andersen Corporation;5183837             ;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5518677;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5932334;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6015612;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
5948524;Andersen Corporation;5183837;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
10017731;AOBIOME LLC;5176911;Universita' Cattolica del Sacro Cuore
9738870;AOBIOME LLC;5176911;Universita' Cattolica del Sacro Cuore
7521658;Aptina Imaging Corporation;5557133;Universita' Degli Studi di Roma
5851398;Aquatic Bioenhancement Systems, Inc.;4721585             ;Universita' Degli Studi di Parma
8637027;argenx BVBA;7556804;Universita' degli Studi del Piemonte Orientale
9884917;argenx BVBA;7556804;Universita' degli Studi del Piemonte Orientale
9688773;argenx BVBA;7556804;Universita' degli Studi del Piemonte Orientale
9688774;argenx BVBA;7556804;Universita' degli Studi del Piemonte Orientale
9926364;argenx BVBA;7556804;Universita' degli Studi del Piemonte Orientale
9631027;argenx BVBA;7556804;Universita' degli Studi del Piemonte Orientale
10138243;Array BioPharma Inc.;8895744;Universita' degli Studi di Milano-Bicocca
10023570;Array BioPharma Inc.;8895744;Universita' degli Studi di Milano-Bicocca
10137124;Array BioPharma Inc.;8895744;Universita' degli Studi di Milano-Bicocca
10112942;Array BioPharma Inc.;8895744;Universita' degli Studi di Milano-Bicocca
6165775;Asada Corporation;5401709;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
7977504;Asahi Kasei Chemicals Corporation;6034265;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9233918;Asahi Kasei Chemicals Corporation;5688988;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9233918;Asahi Kasei Chemicals Corporation;6034265;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
9233918;Asahi Kasei Chemicals Corporation;5698731;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8293934;Asahi Kasei Chemicals Corporation;6034265;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8895774;Asahi Kasei Chemicals Corporation;6034265;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8895774;Asahi Kasei Chemicals Corporation;5698731;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8895774;Asahi Kasei Chemicals Corporation;5688988;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8703989;Asahi Kasei Chemicals Corporation;6034265;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8426831;ASML Netherlands B. V.;5682037;Universita' Degli Studi di Roma
8324598;ASML Netherlands B. V.;5682037;Universita' Degli Studi di Roma
8138485;ASML Netherlands B. V.;5682037;Universita' Degli Studi di Roma
5907634;AT&T;4907278;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
6374212;AT&T;4907278;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
8538938;AT&T Intellectual Property II, LLP;8316417;Universita' Degli Studi di Roma
9828410;Atea Pharmaceuticals, Inc.;8299038;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7365057;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;8343937;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7192936;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7365057;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;8674085;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7384924;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7635689;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7608600;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;8674085;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;8299038;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7582618;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;8299038;Universita' Degli Studi di Cagliari
10000523;Atea Pharmaceuticals, Inc.;7824851;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;8343937;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7169766;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7148206;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7192936;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7635689;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;8674085;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7635689;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7365057;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7384924;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
10005811;Atea Pharmaceuticals, Inc.;7824851;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7163929;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7625875;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7105493;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7608597;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7384924;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;8343937;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7824851;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7157441;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7662798;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7456155;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7192936;Universita' Degli Studi di Cagliari
9828410;Atea Pharmaceuticals, Inc.;7547704;Universita' Degli Studi di Cagliari
6395507;Aventis Pharma Deutschland GmbH;5332663;Ministero Dell' Universita' e Della Ricerca Scientifica Tecnologica
